,Document directory,Format,Comic_title,Untranslated Title,Source Title,Author,Translator,Author_origin,Author_country (current),Global region,Country,Language,Original Language (Translations),Publisher,Genre ,"Comic ""style""",Audience,Demographic,Publication Date,Pages#,Chapters Qty,Chapter/Issue#,Completed,Description,Website,CCL,Permission,File,Notes,Country again,Title again,Spacer,MAST Notes,Uploaded to MAST,1.1: Panels & Panels,1.2: Characters,1.2.1 Gender,1.3: Carriers,2.1: Framing,2.2: Continuity Annotations,2.2: Continuity Relations,2.3: Motion Events,2.4: ICS,2.5: Character Emotions,2.5.1 Panel Emotions,2.6 Panel Templates,2.7 Panel Borders,2.8 POV,2.9 Onoma,3.1 Situation,3.2 Depth,3.3 Gesture
MS,,Comic magazine,Akcja Labirynt (Part 6),Akcja Labirynt (Part 6),Relax #11,"Erno Zorad, Tibor Cs. Horvath",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",History,,Adult,,1977,6,1,1,,,,,Private,12_Nr.11 - 1977.pdf,,Hungary,Akcja Labirynt (Part 6),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Biały Kieł (Part 1) ,Biały Kieł (Part 1) ,Relax #12,"Tibor Cs. Horvath, Imre Sebök",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,,Everyone,,1977,6,1,1,,,,,Private,12_Nr.11 - 1977.pdf,"Based on Jack London's novel ""White Fang""",Hungary,Biały Kieł (Part 1) ,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Biały Kieł (Part 2) ,Biały Kieł (Part 2) ,Relax #13,"Tibor Cs. Horvath, Imre Sebök",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,,Everyone,,1977,6,1,1,,,,,Private,13_Nr.12 - 1977.pdf,"Based on Jack London's novel ""White Fang""",Hungary,Biały Kieł (Part 2) ,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Biały Kieł (Part 3) ,Biały Kieł (Part 3) ,Relax #14,"Tibor Cs. Horvath, Imre Sebök",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,,Everyone,,1978,6,1,1,,,,,Private,14_Nr.01 - 1978.pdf,"Based on Jack London's novel ""White Fang""",Hungary,Biały Kieł (Part 3) ,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Biały Kieł (Part 4) ,Biały Kieł (Part 4) ,Relax #15,"Tibor Cs. Horvath, Imre Sebök",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,,Everyone,,1978,6,1,1,,,,,Private,15_Nr.02 - 1978.pdf,"Based on Jack London's novel ""White Fang""",Hungary,Biały Kieł (Part 4) ,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Biały Kieł (Part 5) ,Biały Kieł (Part 5) ,Relax #16,"Tibor Cs. Horvath, Imre Sebök",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,,Everyone,,1978,6,1,1,,,,,Private,16_Nr.03 - 1978.pdf,"Based on Jack London's novel ""White Fang""",Hungary,Biały Kieł (Part 5) ,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Biały Kieł (Part 6) ,Biały Kieł (Part 6) ,Relax #17,"Tibor Cs. Horvath, Imre Sebök",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,,Everyone,,1978,6,1,1,,,,,Private,17_Nr.04 - 1978.pdf,"Based on Jack London's novel ""White Fang""",Hungary,Biały Kieł (Part 6) ,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Lana w kosmosie (Part 2),Lana w kosmosie (Part 2),Relax #28,"Peter Kuczka, Tibor Cs. Horváth, Erno Zórád",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,Everyone,,1980,6,1,1,,,,,Private,28_Nr.02 - 1980.pdf,"original title: ""Négy Békeszeretó Földlakó""",Hungary,Lana w kosmosie (Part 2),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Kordzik (Part 2),Kordzik (Part 2),Relax #24,"Erno Zorad, Tibor Cs. Horvath",,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","History, Adventure",,Everyone,,1979,7,1,1,,,,,Private,24_Nr.01 - 1979.pdf,"Based on the book ""The Dirk"" by Anatoly Rybakov",Hungary,Kordzik (Part 2),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Lana w kosmosie (Part 3),Lana w kosmosie (Part 3),Relax #29,"Peter Kuczka, Tibor Cs. Horváth, Erno Zórád",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,Everyone,,1980,7,1,1,,,,,Private,29_Nr.03 - 1980.pdf,"original title: ""Négy Békeszeretó Földlakó""",Hungary,Lana w kosmosie (Part 3),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Lana w kosmosie (Part 4),Lana w kosmosie (Part 4),Relax #30,"Peter Kuczka, Tibor Cs. Horváth, Erno Zórád",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Science Fiction,,Everyone,,1981,7,1,1,,,,,Private,30_Nr.01 - 1981.pdf,"original title: ""Négy Békeszeretó Földlakó""",Hungary,Lana w kosmosie (Part 4),2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Świątynia słońca,Świątynia słońca,Relax #2,"Tibor Cs. Horvath, Imre Sebök",Anna Makowska,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""",Adventure,,Everyone,,1976,7,1,1,,,,,Private,02_Nr.01 - 1977.pdf,,Hungary,Świątynia słońca,2,,,,,,,,,,,,,,,,,,,,
MS,,Comic magazine,Zaginiony świat (Part 2),Zaginiony świat Cz. 2,ALFA 2,"Tibor Cs. Horvath, Imre Sebök",,Hungary,Hungary,Europe,Hungary,Polish,Hungarian,"Krajowa Agencja Wydawnicza RSW ""Prasa-Książka-Ruch""","Science Fiction, Adventure",,,,1976,14,1,1,,,,,Private,ALFA #2.pdf,"Based on Arthur Conan Doyle's ""The Lost World""",Hungary,Zaginiony świat (Part 2),2,,,,,,,,,,,,,,,,,,,,
NC,,Comic book,Kings and Crosses 1: Voluntas Tua,,,"W: János Mészáros, A: Levente Németh",,Hungary,Hungary,Europe,Hungary,English,Hungarian,,Historical Fiction,Realistic,Teen/Adult,,2017,,,1,,,www.kingsandcross.com,,,K&C_I_english.pdf,,Hungary,Kings and Crosses 1: Voluntas Tua,2,,,,,,,,,,,,,,,,,,,,
IH,,Comic magazine,-,,Gisp! 10,H. Baldursson / J.L. Torfason,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2009,1,1,10,,,https://timarit.is/page/7427262#page/n0/mode/2up,,,Gisp! 2009.10,,Iceland,-,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Á teiknimyndafígúruströndinni,,Gisp! 8,Kjartan Arnórsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,1,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Á teiknimyndafígúruströndinni,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Angoulême,,Gisp! 5,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Angoulême,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Ástin Sigrar Að Lokum,,Gisp! 6,Guðrún Frá Lundi,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,,Underground,Underground,Adult,,1994,1,1,6,,,https://timarit.is/page/7426228?iabr=on#page/n0/mode/2up,,,Gisp! 1994.6,,Iceland,Ástin Sigrar Að Lokum,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Bíbí,,Gisp! 8,Gunnar Karlsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,1,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Bíbí,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Dufl,,Gisp! 8,Kjartan Arnórsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,1,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Dufl,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Eldlagið,,Gisp! 5,Tómas Ponzi & Eyþór Arnalds,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Eldlagið,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Gaga Og Púkó,,Gisp! 6,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,,Underground,Underground,Adult,,1994,1,1,6,,,https://timarit.is/page/7426228?iabr=on#page/n0/mode/2up,,,Gisp! 1994.6,,Iceland,Gaga Og Púkó,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Hann Kemur,,Gisp! 1,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1990,1,1,1,,,https://timarit.is/page/7425836#page/n0/mode/2up,,,Gisp! 1990,,Iceland,Hann Kemur,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Hin (Heilgaga) Þrenning,,Gisp! 5,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Hin (Heilgaga) Þrenning,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Hinar Ótrúlegu Alíslensku Örlagasögur,,Gisp! 3,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Hinar Ótrúlegu Alíslensku Örlagasögur,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Hiti,,Gisp! 2,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,2,,,https://timarit.is/page/7425904?iabr=on#page/n0/mode/2up,,,Gisp! 1991.2,,Iceland,Hiti,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Hvellurinn Mikli Og Upphaf Alheimsins Og Stulli,,Gisp! 5,Gunnar Hjálmarsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Hvellurinn Mikli Og Upphaf Alheimsins Og Stulli,2,,,,,,,,,,,,,,,,,,,,
IH,,Comic magazine,I farvegi,,Gisp! 12,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2017,1,1,12,,,https://timarit.is/page/7487545#page/n0/mode/2up,,,Gisp! 2017.12,,Iceland,I farvegi,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Í Raun & Kvöl,,Gisp! 3,,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Í Raun & Kvöl,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,It Takes All Kinds,,Gisp! 4,Søb,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,4,,,https://timarit.is/page/7426040#page/n0/mode/2up,,,Gisp! 1991.4,,Iceland,It Takes All Kinds,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Kulbi,,Gisp! 1,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1990,1,1,1,,,https://timarit.is/page/7425836#page/n0/mode/2up,,,Gisp! 1990,,Iceland,Kulbi,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Maðurinn Sem Sefur Ekki,,Gisp! 4,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,4,,,https://timarit.is/page/7426040#page/n0/mode/2up,,,Gisp! 1991.4,,Iceland,Maðurinn Sem Sefur Ekki,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Obbi Og Úlla Í Orlofí,,Gisp! 3,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Obbi Og Úlla Í Orlofí,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Obbi Og Úlla Í Sumarfríi- part II,,Gisp! 3,Halldór Baldursson ?,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Obbi Og Úlla Í Sumarfríi- part II,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Old Spice,,Gisp! 3,Bragi Ólafsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Old Spice,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Óþekkt Stærð,,Gisp! 5,Ólafur J. Engilbertsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Óþekkt Stærð,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,París Er Ísbar,,Gisp! 5,Ólafur J. Engilbertsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,París Er Ísbar,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Réttarholtsskóli ´69-´72,,Gisp! 4,Guöjón Ketilsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,4,,,https://timarit.is/page/7426040#page/n0/mode/2up,,,Gisp! 1991.4,,Iceland,Réttarholtsskóli ´69-´72,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Sæmundur Fróði,,Gisp! 5,Haraldur Guðbergsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Sæmundur Fróði,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,"Símon, Mörgæsin Fljúgandi",,Gisp! 3,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,"Símon, Mörgæsin Fljúgandi",2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,"Stulli Í ""Plötiugrís""",,Gisp! 3,Gunnar Hjálmarsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,"Stulli Í ""Plötiugrís""",2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,"Stulli Í ""Sumarvinnublús""",,Gisp! 3,Gunnar Hjálmarsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,"Stulli Í ""Sumarvinnublús""",2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Tre Yndige Smaapiger ,,Gisp! 5,Mugger,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,1,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Tre Yndige Smaapiger ,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Túlaneius,,Gisp! 1,Ólafur Engilbertsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1990,1,1,1,,,https://timarit.is/page/7425836#page/n0/mode/2up,,,Gisp! 1990,,Iceland,Túlaneius,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Tveir Góðir,,Gisp! 7,Jólasveinninn(JAP),,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1995,1,1,7,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1995.7,,Iceland,Tveir Góðir,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Um Býsanbýsnin,,Gisp! 3,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,1,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Um Býsanbýsnin,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,,,Gisp! 6,,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,,Underground,Underground,Adult,,1994,1,1,6,,,https://timarit.is/page/7426228?iabr=on#page/n0/mode/2up,,,Gisp! 1994.6,,Iceland,,2,,,,,,,,,,,,,,,,,,,,
IH,,Comic magazine,-,,Gisp! 9,Gunnar Karlsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2005,2,1,9,,,https://timarit.is/page/7426428#page/n0/mode/2up,,,Gisp! 2005.9,,Iceland,-,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,"""Þetta Er Bara Uppfyllingarefni""",,Gisp! 3,Viðtal Við Sigurjón Sæmundsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,2,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,"""Þetta Er Bara Uppfyllingarefni""",2,,,,,,,,,,,,,,,,,,,,
IH,,Comic magazine,A löpp,,Gisp! 12,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2017,2,1,12,,,https://timarit.is/page/7487545#page/n0/mode/2up,,,Gisp! 2017.12,,Iceland,A löpp,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Æfing,,Gisp! 3,Freydís Kristjánsdóttir,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1991,2,1,3,,,https://timarit.is/page/7425972#page/n0/mode/2up,,,Gisp! 1991.3,,Iceland,Æfing,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Ástarfuni,,Gisp! 7,Freydís Kristjánsdóttir,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1995,2,1,7,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1995.7,,Iceland,Ástarfuni,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Bob Mórall,,Gisp! 8,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,2,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Bob Mórall,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Fíllinn Og Rottan,,Gisp! 5,Vincent Rueda,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,2,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Fíllinn Og Rottan,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Fuglinn Floginn,,Gisp! 6,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,,Underground,Underground,Adult,,1994,2,1,6,,,https://timarit.is/page/7426228?iabr=on#page/n0/mode/2up,,,Gisp! 1994.6,,Iceland,Fuglinn Floginn,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Gangurinn,,Gisp! 5,Freydís Kristjánsdóttir,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,2,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Gangurinn,2,,,,,,,,,,,,,,,,,,,,
IH,,Comic magazine,Glíma Grettis og Gláms,,Gisp! 9,Ólafur J. Engilbertsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2005,2,1,9,,,https://timarit.is/page/7426428#page/n0/mode/2up,,,Gisp! 2005.9,,Iceland,Glíma Grettis og Gláms,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Góðgerðarmaðurinn,,Gisp! 5,Nicolas de Crécy,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,2,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Góðgerðarmaðurinn,2,,,,,,,,,,,,,,,,,,,,
IH,,Comic magazine,Helgi Dagur - Bingó,,Gisp! 12,Þorri Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2017,2,1,12,,,https://timarit.is/page/7487545#page/n0/mode/2up,,,Gisp! 2017.12,,Iceland,Helgi Dagur - Bingó,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Hjartað Gusast,,Gisp! 8,Tomi Riionheimo/ Hannu,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,2,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Hjartað Gusast,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Hvar er Þetta?!,,Gisp! 7,Laura Valentino,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1995,2,1,7,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1995.7,,Iceland,Hvar er Þetta?!,2,,,,,,,,,,,,,,,,,,,,
IH,,Comic magazine,Hyldýpið,,Gisp! 9,Freydís Kristjánsdóttir,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,2005,2,1,9,,,https://timarit.is/page/7426428#page/n0/mode/2up,,,Gisp! 2005.9,,Iceland,Hyldýpið,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Kafteinn Ísland,,Gisp! 8,Kjartan Arnórsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,2,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Kafteinn Ísland,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Kynlege Leyndarmál,,Gisp! 8,Freydís Kristjánsdóttir,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,2,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Kynlege Leyndarmál,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Lalli Er Veikur,,Gisp! 5,Gunnar Hjálmarsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,Kjarvalsstaðir,Underground,Underground,Adult,,1992,2,1,5,,,https://timarit.is/page/7426108#page/n0/mode/2up,,,Gisp! 1992.5,,Iceland,Lalli Er Veikur,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Listabrandarar,,Gisp! 8,Halldór Baldursson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,2,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Listabrandarar,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Mímí & Máni,,Gisp! 8,Bjarni Hinriksson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,2,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Mímí & Máni,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,Myndræn Lýsing á hamingjunni,,Gisp! 8,Hannu/Tomi Riionheimo,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,GISP,Underground,Underground,Adult,,1999,2,1,8,,,https://timarit.is/page/7426236?iabr=on#page/n0/mode/2up,,,Gisp! 1999.8,,Iceland,Myndræn Lýsing á hamingjunni,2,,,,,,,,,,,,,,,,,,,,
NC/SL,,Comic magazine,"Ótrúlegar, En Alveg Alíslenskar Örlagasögur",,Gisp! 6,Þorra Hringsson,,Iceland,Iceland,Northern Europe,Iceland,Icelandic,,,Underground,Underground,Adult,,1994,2,1,6,,,https://timarit.is/page/7426228?iabr=on#page/n0/mode/2up,,,Gisp! 1994.6,,Iceland,"Ótrúlegar, En Alveg Alíslenskar Örlagasögur",2,,,,,,,,,,,,,,,,,,,,
